url,tfidf_sim,title,policyList,policyTitles,USApolicyCitation,successful_policyList,successful_policyTitles,articlePdf,total_successful_policy,successfulPolicyPercentage,bert_large_uncased_sim,all_distilroberta_v1_sim,all_mpnet_base_v2_sim,all_MiniLM_L6_v2_sim,political_bert_sim,legal_bert_sim,specter_sim,scibert_sim,clinical_bert_sim,biobert_base_cased_v12_sim,sentence_t5_xl_sim,mean_tfidf_sim,mean_bert_large_uncased_sim,mean_all_distilroberta_v1_sim,mean_all_mpnet_base_v2_sim,mean_all_MiniLM_L6_v2_sim,mean_political_bert_sim,mean_legal_bert_sim,mean_specter_sim,mean_scibert_sim,mean_clinical_bert_sim,mean_biobert_base_cased_v12_sim,mean_sentence_t5_xl_sim
https://doi.org/10.1016/b978-155860915-0/50038-x,[0.0],lifelines using visualization to enhance navigation and analysis of patient records,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2858819/pdf'],['Visualization Methods to Support Guideline-Based Care Management'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2858819/pdf'],['7120_0_visualization methods to support guidelinebased care management.pdf'],7120_lifelines using visualization to enhance navigation and analysis of patient records.pdf,1,100.0,[0.813],[0.524],[0.668],[0.627],[0.855],[0.899],[0.859],[0.754],[0.875],[0.928],[0.767],0.0,0.813,0.524,0.668,0.627,0.855,0.899,0.859,0.754,0.875,0.928,0.767
https://doi.org/10.1016/j.aap.2017.07.012,[0.0],automobiledependency as a barrier to vision zero evidence from the states in the usa,"['https://www.portland.gov/sites/default/files/council-documents/2021/exhibit-a-the-way-to-go-plan-reportv.1.pdf', 'https://www.portland.gov/sites/default/files/2020-04/pbot_e-scooter_01152019.pdf']","['The Way to Go Plan : Moving People in Portland', '2018 E-Scooter Findings Report']",2,"['https://www.portland.gov/sites/default/files/council-documents/2021/exhibit-a-the-way-to-go-plan-reportv.1.pdf', 'https://www.portland.gov/sites/default/files/2020-04/pbot_e-scooter_01152019.pdf']","['7147_0_the way to go plan  moving people in portland.pdf', '7147_1_2018 escooter findings report.pdf']",7147_automobiledependency as a barrier to vision zero evidence from the states in the usa.pdf,2,100.0,"[0.696, 0.736]","[0.088, 0.082]","[0.194, 0.028]","[0.092, 0.081]","[0.713, 0.682]","[0.858, 0.831]","[0.713, 0.699]","[0.761, 0.709]","[0.879, 0.833]","[0.89, 0.82]","[0.636, 0.619]",0.0,0.716,0.085,0.111,0.086,0.698,0.845,0.706,0.735,0.856,0.855,0.627
https://doi.org/10.1016/j.aca.2017.08.016,[],identification of novel nonionic cationic zwitterionic and anionic polyfluoroalkyl substances using uplc–tof–mse highresolution parent ion search,['https://www.michigan.gov/documents/pfasresponse/Science_Advisory_Board_Report_641294_7.pdf?link_id=15&can_id=0e9c68c5b3095f0fdca05cf3f9a58935&source=email-the-million-parts-per-trillion-tour&email_referrer=email_508214&email_subject=the-million-parts-per-trillion-tour'],['Scientific Evidence and Recommendations for .Managing PFAS Contamination .in Michigan'],1,['https://www.michigan.gov/documents/pfasresponse/Science_Advisory_Board_Report_641294_7.pdf?link_id=15&can_id=0e9c68c5b3095f0fdca05cf3f9a58935&source=email-the-million-parts-per-trillion-tour&email_referrer=email_508214&email_subject=the-million-parts-per-trillion-tour'],['7152_0_scientific evidence and recommendations for managing pfas contamination in michigan.pdf'],7152_identification of novel nonionic cationic zwitterionic and anionic polyfluoroalkyl substances using uplc–tof–mse highresolution parent ion search.pdf,1,100.0,[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,
https://doi.org/10.1016/j.acap.2013.08.002,"[0.106, 0.0]",use of interrupted time series analysis in evaluating health care quality improvements,"['https://www.aclu.org/legal-document/wikimedia-v-nsa-declaration-jonathon-penney', 'https://www.brookings.edu/research/profiles-in-patient-privacy-protection/', 'https://www.hks.harvard.edu/centers/cid/publications/faculty-working-papers/validity-time-series', 'https://www.nber.org/papers/w26080', 'https://www.dhs.wisconsin.gov/seniorcare/scwaiver-1315-opib-eval.pdf', 'https://www.acf.hhs.gov/opre/report/final-report-descriptive-study-unaccompanied-refugee-minors-program-service-provision', 'https://mathematica.org/publications/project-evaluation-activity-in-support-of-partnership-for-patients-interim-appendices', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6318526/pdf']","['WIKIMEDIA V. NSA -DECLARATION OF Jonathon Penney', 'Profiles in patient privacy protection', 'Testing the Validity of the Single Interrupted Time Series Design', 'Testing the Validity of the Single Interrupted Time Series Design', 'EVALUATION REPORT FOR THE WISCONSIN SENIORCARE SECTION 1115 PHARMACEUTICAL BENEFIT DEMONSTRATION', 'Final Report of the Descriptive Study of the Unaccompanied Refugee Minors Program: Service Provision, Trends, and Evaluation Recommendations', 'Project Evaluation Activity in Support of Partnership for Patients: Interim Evaluation Report, Appendices', 'Impact of the SIGN head injury guidelines and NHS 4-hour emergency target on hospital admissions for head injury in Scotland: an interrupted times series']",8,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6318526/pdf', 'https://www.dhs.wisconsin.gov/seniorcare/scwaiver-1315-opib-eval.pdf']","['7175_7_impact of the sign head injury guidelines and nhs 4hour emergency target on hospital admissions for head injury in scotland an interrupted times series.pdf', '7175_4_evaluation report for the wisconsin seniorcare section 1115 pharmaceutical benefit demonstration.pdf']",7175_use of interrupted time series analysis in evaluating health care quality improvements.pdf,2,25.0,"[0.771, 0.779]","[0.343, 0.295]","[0.29, 0.161]","[0.272, 0.232]","[0.765, 0.781]","[0.864, 0.87]","[0.792, 0.736]","[0.685, 0.633]","[0.876, 0.824]","[0.902, 0.862]","[0.675, 0.677]",0.053,0.775,0.319,0.225,0.252,0.773,0.867,0.764,0.659,0.85,0.882,0.676
https://doi.org/10.1016/j.addbeh.2021.106912,[0.335],a systematic review of randomized controlled trials and network metaanalysis of ecigarettes for smoking cessation,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8438601/pdf'],['Electronic cigarettes for smoking cessation'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8438601/pdf'],['7289_0_electronic cigarettes for smoking cessation.pdf'],7289_a systematic review of randomized controlled trials and network metaanalysis of ecigarettes for smoking cessation.pdf,1,100.0,[0.671],[0.659],[0.581],[0.535],[0.745],[0.864],[0.894],[0.625],[0.879],[0.881],[0.836],0.335,0.671,0.659,0.581,0.535,0.745,0.864,0.894,0.625,0.879,0.881,0.836
https://doi.org/10.1016/j.adolescence.2018.09.009,[],groupbased trajectories of parentchild communication and parental knowledge between sexual minority and heterosexual girls and their associations with substance use,['https://www.mass.gov/files/documents/2019/04/04/MA-Commission-on-LGBTQ-Youth-2020-Report-and-Recommendations_0.pdf'],['1'],1,['https://www.mass.gov/files/documents/2019/04/04/MA-Commission-on-LGBTQ-Youth-2020-Report-and-Recommendations_0.pdf'],['7396_0_1.pdf'],7396_groupbased trajectories of parentchild communication and parental knowledge between sexual minority and heterosexual girls and their associations with substance use.pdf,1,100.0,[0.589],[0.041],[0.012],[-0.0],[0.567],[0.697],[0.59],[0.471],[0.726],[0.712],[0.638],,0.589,0.041,0.012,0.0,0.567,0.697,0.59,0.471,0.726,0.712,0.638
https://doi.org/10.1016/j.ajem.2018.12.029,[0.0],utility of applying white blood cell cutoffs to nondiagnostic mri and ultrasound studies for suspected pediatric appendicitis,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8670723/pdf'],['Magnetic resonance imaging (MRI) for diagnosis of acute appendicitis'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8670723/pdf'],['7421_0_magnetic resonance imaging mri for diagnosis of acute appendicitis.pdf'],7421_utility of applying white blood cell cutoffs to nondiagnostic mri and ultrasound studies for suspected pediatric appendicitis.pdf,1,100.0,[0.89],[0.59],[0.687],[0.692],[0.859],[0.913],[0.85],[0.739],[0.912],[0.926],[0.77],0.0,0.89,0.59,0.687,0.692,0.859,0.913,0.85,0.739,0.912,0.926,0.77
https://doi.org/10.1016/j.ajhg.2019.06.015,[0.0],de novo missense variants in wdr37 cause a severe multisystemic syndrome,['https://opwdd.ny.gov/system/files/documents/2020/08/2019-staff-publications_5-14-2020.pdf'],['2019 Ibr Staff Publications'],1,['https://opwdd.ny.gov/system/files/documents/2020/08/2019-staff-publications_5-14-2020.pdf'],['7428_0_2019 ibr staff publications.pdf'],7428_de novo missense variants in wdr37 cause a severe multisystemic syndrome.pdf,1,100.0,[0.641],[0.09],[0.049],[0.073],[0.669],[0.768],[0.712],[0.511],[0.802],[0.811],[0.601],0.0,0.641,0.09,0.049,0.073,0.669,0.768,0.712,0.511,0.802,0.811,0.601
https://doi.org/10.1016/j.ajic.2020.07.005,[0.0],clinical characteristics outcomes and prognosticators in adult patients hospitalized with covid19,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8078349/pdf'],['COVID‐19 and its cardiovascular effects: a systematic review of prevalence studies'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8078349/pdf'],['7435_0_covid‐19 and its cardiovascular effects a systematic review of prevalence studies.pdf'],7435_clinical characteristics outcomes and prognosticators in adult patients hospitalized with covid19.pdf,1,100.0,[0.802],[0.581],[0.6],[0.586],[0.825],[0.891],[0.679],[0.714],[0.855],[0.889],[0.713],0.0,0.802,0.581,0.6,0.586,0.825,0.891,0.679,0.714,0.855,0.889,0.713
https://doi.org/10.1016/j.ajog.2004.10.593,[],maternalperinatal morbidity and mortality associated with adolescent pregnancy in latin america crosssectional study,"['https://datapopalliance.org/publications/socioeconomic-impact-assessment-of-covid-19-in-equatorial-guinea/', 'https://purl.fdlp.gov/GPO/gpo115465', 'https://www.cgdev.org/publication/adolescent-fertility-low-and-middle-income-countries-effects-and-solutions-working-paper']","['Socioeconomic Impact Assessment of COVID-19 in Equatorial Guinea', 'Sexual and reproductive health in early and later adolescence :\xa0DHS data on yourth age 10-19 /', 'Adolescent Fertility in Low- and Middle-Income Countries: Effects and Solutions - Working Paper 295']",3,['https://purl.fdlp.gov/GPO/gpo115465'],['7474_1_sexual and reproductive health in early and later adolescence \xa0dhs data on yourth age 1019 .pdf'],7474_maternalperinatal morbidity and mortality associated with adolescent pregnancy in latin america crosssectional study.pdf,1,33.33,[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,
https://doi.org/10.1016/j.ajog.2012.08.033,"[0.261, 0.136, 0.304]",noninvasive prenatal testing for fetal trisomies in a routinely screened firsttrimester population,"['https://www.hca.wa.gov/assets/program/cfdna-draft-key-qs-comment-response-complete-v2-20190826.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6486016/pdf', 'https://www.acmg.net/PDFLibrary/Fetal-Aneuploidy-Noninvasive-Prenatal-Screening.pdf']","['Cell-free DNA Prenatal Screening for Chromosomal Aneuploidies', 'Genomics‐based non‐invasive prenatal testing for detection of fetal chromosomal aneuploidy in pregnant women', 'ACMG statement on noninvasive prenatal screening for fetal aneuploidy']",3,"['https://www.acmg.net/PDFLibrary/Fetal-Aneuploidy-Noninvasive-Prenatal-Screening.pdf', 'https://www.hca.wa.gov/assets/program/cfdna-draft-key-qs-comment-response-complete-v2-20190826.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6486016/pdf']","['7503_2_acmg statement on noninvasive prenatal screening for fetal aneuploidy.pdf', '7503_0_cellfree dna prenatal screening for chromosomal aneuploidies.pdf', '7503_1_genomics‐based non‐invasive prenatal testing for detection of fetal chromosomal aneuploidy in pregnant women.pdf']",7503_noninvasive prenatal testing for fetal trisomies in a routinely screened firsttrimester population.pdf,3,100.0,"[0.876, 0.863, 0.878]","[0.535, 0.458, 0.59]","[0.703, 0.618, 0.663]","[0.606, 0.507, 0.653]","[0.895, 0.863, 0.907]","[0.909, 0.89, 0.914]","[0.948, 0.862, 0.923]","[0.75, 0.745, 0.773]","[0.922, 0.902, 0.948]","[0.94, 0.924, 0.952]","[0.801, 0.8, 0.828]",0.234,0.872,0.528,0.661,0.589,0.888,0.904,0.911,0.756,0.924,0.939,0.81
https://doi.org/10.1016/j.ajog.2019.01.223,[0.0],maternal and newborn outcomes with elective induction of labor at term,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7389871/pdf'],"[""Induction of labour at or beyond 37 weeks' gestation""]",1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7389871/pdf'],['7518_0_induction of labour at or beyond 37 weeks gestation.pdf'],7518_maternal and newborn outcomes with elective induction of labor at term.pdf,1,100.0,[0.799],[0.613],[0.638],[0.625],[0.714],[0.849],[0.896],[0.752],[0.894],[0.904],[0.797],0.0,0.799,0.613,0.638,0.625,0.714,0.849,0.896,0.752,0.894,0.904,0.797
https://doi.org/10.1016/j.ajog.2019.03.003,[0.0],effect of antenatal dietary interventions in maternal obesity on pregnancy weightgain and birthweight healthy mums and babies humba randomized trial,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8094741/pdf'],['Probiotics for preventing gestational diabetes'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8094741/pdf'],['7519_0_probiotics for preventing gestational diabetes.pdf'],7519_effect of antenatal dietary interventions in maternal obesity on pregnancy weightgain and birthweight healthy mums and babies humba randomized trial.pdf,1,100.0,[0.791],[0.392],[0.419],[0.293],[0.804],[0.843],[0.836],[0.705],[0.913],[0.903],[0.738],0.0,0.791,0.392,0.419,0.293,0.804,0.843,0.836,0.705,0.913,0.903,0.738
https://doi.org/10.1016/j.ajog.2019.05.019,[0.319],the continuing burden of rh disease 50 years after the introduction of antirhd immunoglobin prophylaxis call to action,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7898700/pdf'],['FIGO/ICM guidelines for preventing Rhesus disease: A call to action'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7898700/pdf'],['7520_0_figoicm guidelines for preventing rhesus disease a call to action.pdf'],7520_the continuing burden of rh disease 50 years after the introduction of antirhd immunoglobin prophylaxis call to action.pdf,1,100.0,[0.833],[0.47],[0.57],[0.605],[0.818],[0.878],[0.836],[0.773],[0.897],[0.891],[0.746],0.319,0.833,0.47,0.57,0.605,0.818,0.878,0.836,0.773,0.897,0.891,0.746
https://doi.org/10.1016/j.ajog.2020.02.017,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.127, 0.144]",coronavirus disease 2019 covid19 and pregnancy what obstetricians need to know,"['https://stacks.cdc.gov/view/cdc/91103', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7212945/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7319759/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7231730/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183006/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7820999/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7849424/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8840792/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665491/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7151284/pdf']","['Overview of COVID-19 disease', 'Post-natal follow-up for women and neonates during the COVID-19 pandemic: French National Authority for Health recommendations', 'COVID-19 and the production of knowledge regarding recommendations during pregnancy: a scoping review', 'Recomendaciones y manejo práctico de la gestante con COVID-19:', 'Update on the management of multiple sclerosis during the COVID-19 pandemic and post pandemic: An international consensus statement', 'Clinical care of pregnant and postpartum women with COVID‐19: Living recommendations from the National COVID‐19 Clinical Evidence Taskforce', 'Professionally responsible coronavirus disease 2019 vaccination counseling of obstetrical and gynecologic patients', 'Adapting obstetric and neonatal services during the COVID-19 pandemic: a scoping review', 'The calm after the storm: re-starting ART treatments safely in the wake of the COVID-19 pandemic', 'Thoracic Anesthesia of Patients With Suspected or Confirmed 2019 Novel Coronavirus Infection: Preliminary Recommendations for Airway Management by the European Association of Cardiothoracic Anaesthesiology Thoracic Subspecialty Committee']",10,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7820999/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183006/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665491/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7212945/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7231730/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8840792/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7849424/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7319759/pdf']","['7521_5_clinical care of pregnant and postpartum women with covid‐19 living recommendations from the national covid‐19 clinical evidence taskforce.pdf', '7521_4_update on the management of multiple sclerosis during the covid19 pandemic and post pandemic an international consensus statement.pdf', '7521_8_the calm after the storm restarting art treatments safely in the wake of the covid19 pandemic.pdf', '7521_1_postnatal followup for women and neonates during the covid19 pandemic french national authority for health recommendations.pdf', '7521_3_recomendaciones y manejo práctico de la gestante con covid19.pdf', '7521_7_adapting obstetric and neonatal services during the covid19 pandemic a scoping review.pdf', '7521_6_professionally responsible coronavirus disease 2019 vaccination counseling of obstetrical and gynecologic patients.pdf', '7521_2_covid19 and the production of knowledge regarding recommendations during pregnancy a scoping review.pdf']",7521_coronavirus disease 2019 covid19 and pregnancy what obstetricians need to know.pdf,8,80.0,"[0.85, 0.822, 0.815, 0.873, 0.685, 0.859, 0.869, 0.832]","[0.721, 0.249, 0.214, 0.642, 0.397, 0.606, 0.674, 0.538]","[0.773, 0.338, 0.4, 0.7, 0.554, 0.656, 0.744, 0.704]","[0.726, 0.319, 0.317, 0.594, 0.467, 0.635, 0.744, 0.651]","[0.846, 0.861, 0.801, 0.853, 0.616, 0.873, 0.83, 0.807]","[0.875, 0.876, 0.852, 0.885, 0.775, 0.875, 0.888, 0.869]","[0.659, 0.565, 0.612, 0.774, 0.654, 0.691, 0.813, 0.601]","[0.73, 0.714, 0.732, 0.748, 0.603, 0.735, 0.772, 0.722]","[0.885, 0.898, 0.872, 0.917, 0.84, 0.925, 0.931, 0.903]","[0.905, 0.883, 0.873, 0.9, 0.822, 0.913, 0.932, 0.885]","[0.775, 0.728, 0.689, 0.788, 0.705, 0.807, 0.866, 0.785]",0.034,0.826,0.505,0.609,0.557,0.811,0.862,0.671,0.72,0.896,0.889,0.768
https://doi.org/10.1016/j.ajog.2021.03.023,[0.176],coronavirus disease 2019 vaccine response in pregnant and lactating women a cohort study,"['https://stacks.cdc.gov/view/cdc/113922', 'https://stacks.cdc.gov/view/cdc/110583', 'https://stacks.cdc.gov/view/cdc/115012', 'https://stacks.cdc.gov/view/cdc/118109', 'https://stacks.cdc.gov/view/cdc/117410', 'https://stacks.cdc.gov/view/cdc/119137', 'https://files.covid19treatmentguidelines.nih.gov/guidelines/covid19treatmentguidelines.pdf']","['COVID-19 vaccines while pregnant or breastfeeding', 'How to increase COVID-19 vaccination upon discharge from hospitals, emergency departments & urgent care facilities', 'COVID-19 vaccines while pregnant or breastfeeding', 'COVID-19 vaccines while pregnant or breastfeeding', 'COVID-19 vaccines while pregnant or breastfeeding', 'COVID-19 vaccines while pregnant or breastfeeding', 'Coronavirus Disease 2019 (COVID-19) Treatment Guidelines']",7,['https://files.covid19treatmentguidelines.nih.gov/guidelines/covid19treatmentguidelines.pdf'],['7524_6_coronavirus disease 2019 covid19 treatment guidelines.pdf'],7524_coronavirus disease 2019 vaccine response in pregnant and lactating women a cohort study.pdf,1,14.29,[0.827],[0.489],[0.547],[0.519],[0.777],[0.83],[0.779],[0.684],[0.905],[0.887],[0.788],0.176,0.827,0.489,0.547,0.519,0.777,0.83,0.779,0.684,0.905,0.887,0.788
https://doi.org/10.1016/j.amepre.2019.07.024,"[0.0, 0.39]",shortterm impact of a flavored tobacco restriction changes in youth tobacco use in a massachusetts community,"['https://www.federalregister.gov/documents/2022/05/04/2022-08994/tobacco-product-standard-for-menthol-in-cigarettes', 'https://www.federalregister.gov/documents/2022/05/04/2022-08993/tobacco-product-standard-for-characterizing-flavors-in-cigars', 'https://www.in.gov/health/tpc/files/2025-IN-Tobacco-Control-Strategic-Plan.pdf', 'https://www.cdph.ca.gov/Programs/CCDPHP/DCDIC/CTCB/CDPH%20Document%20Library/Policy/FlavoredTobaccoAndMenthol/ChallengesinEnforcing_LocalFlavoredTobaccoRestrictions.pdf']","['Tobacco Product Standard for Menthol in Cigarettes', 'Tobacco Product Standard for Characterizing Flavors in Cigars', '2025 Strategic Plan', 'Challenges in Enforcing Local Flavored Tobacco Restrictions']",4,"['https://www.in.gov/health/tpc/files/2025-IN-Tobacco-Control-Strategic-Plan.pdf', 'https://www.cdph.ca.gov/Programs/CCDPHP/DCDIC/CTCB/CDPH%20Document%20Library/Policy/FlavoredTobaccoAndMenthol/ChallengesinEnforcing_LocalFlavoredTobaccoRestrictions.pdf']","['7666_2_2025 strategic plan.pdf', '7666_3_challenges in enforcing local flavored tobacco restrictions.pdf']",7666_shortterm impact of a flavored tobacco restriction changes in youth tobacco use in a massachusetts community.pdf,2,50.0,"[0.601, 0.788]","[0.052, 0.659]","[0.078, 0.763]","[0.019, 0.69]","[0.652, 0.801]","[0.806, 0.892]","[0.649, 0.832]","[0.575, 0.699]","[0.791, 0.911]","[0.769, 0.908]","[0.552, 0.755]",0.195,0.695,0.356,0.42,0.354,0.727,0.849,0.74,0.637,0.851,0.839,0.653
https://doi.org/10.1016/j.amepre.2019.10.005,[0.0],active children through individual vouchers evaluation a mixedmethod rct,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8459921/pdf'],['School‐based physical activity programs for promoting physical activity and fitness in children and adolescents aged 6 to 18'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8459921/pdf'],['7669_0_school‐based physical activity programs for promoting physical activity and fitness in children and adolescents aged 6 to 18.pdf'],7669_active children through individual vouchers evaluation a mixedmethod rct.pdf,1,100.0,[0.692],[0.274],[0.359],[0.303],[0.725],[0.835],[0.757],[0.667],[0.901],[0.897],[0.714],0.0,0.692,0.274,0.359,0.303,0.725,0.835,0.757,0.667,0.901,0.897,0.714
https://doi.org/10.1016/j.amepre.2019.12.024,[0.065],impact of the centers for disease control and prevention recommendation and state law on birth cohort hepatitis c screening of new york city medicaid recipients,['https://www.dhs.wisconsin.gov/publications/p00440-2019.pdf'],['Hepatitis C in Wisconsin -- Wisconsin Hepatitis C Virus Surveillance Annual Review 2019'],1,['https://www.dhs.wisconsin.gov/publications/p00440-2019.pdf'],['7671_0_hepatitis c in wisconsin  wisconsin hepatitis c virus surveillance annual review 2019.pdf'],7671_impact of the centers for disease control and prevention recommendation and state law on birth cohort hepatitis c screening of new york city medicaid recipients.pdf,1,100.0,[0.844],[0.552],[0.653],[0.534],[0.811],[0.891],[0.85],[0.677],[0.908],[0.922],[0.743],0.065,0.844,0.552,0.653,0.534,0.811,0.891,0.85,0.677,0.908,0.922,0.743
https://doi.org/10.1016/j.amj.2018.10.002,[0.176],uncuffed endotracheal tubes not appropriate for pediatric critical care transport,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8786207/pdf'],['Cuffed versus uncuffed endotracheal tubes for neonates'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8786207/pdf'],['7674_0_cuffed versus uncuffed endotracheal tubes for neonates.pdf'],7674_uncuffed endotracheal tubes not appropriate for pediatric critical care transport.pdf,1,100.0,[0.851],[0.791],[0.755],[0.743],[0.878],[0.906],[0.853],[0.779],[0.944],[0.952],[0.798],0.176,0.851,0.791,0.755,0.743,0.878,0.906,0.853,0.779,0.944,0.952,0.798
https://doi.org/10.1016/j.amjms.2021.01.007,[0.0],policy interventions social distancing and sarscov2 transmission in the united states a retrospective statelevel analysis,"['https://www.dhs.gov/sites/default/files/publications/21_1102_st_mql_sars2_cov2.pdf', 'https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20210713.pdf']","['Master Question List for COVID-19 (caused by SARS-CoV-2)', 'Master Question List for COVID-19 (caused by SARS-CoV-2)']",2,"['https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20210713.pdf', 'https://www.dhs.gov/sites/default/files/publications/21_1102_st_mql_sars2_cov2.pdf']","['7685_1_master question list for covid19 caused by sarscov2.pdf', '7685_0_master question list for covid19 caused by sarscov2.pdf']",7685_policy interventions social distancing and sarscov2 transmission in the united states a retrospective statelevel analysis.pdf,2,100.0,[0.808],[0.292],[0.496],[0.385],[0.782],[0.869],[0.729],[0.767],[0.909],[0.913],[0.685],0.0,0.808,0.292,0.496,0.385,0.782,0.869,0.729,0.767,0.909,0.913,0.685
https://doi.org/10.1016/j.annepidem.2011.06.001,"[0.232, 0.0]",adolescent marijuana use from 2002 to 2008 higher in states with medical marijuana laws cause still unclear,"['https://www.dmv.ca.gov/portal/file/changes-in-driver-cannabinoid-prevalence-associated-with-implementing-medical-marijuana-laws-in-14-u-s-states/', 'https://www.nber.org/papers/w20085?sy=085', 'https://www.nber.org/papers/w20332?sy=332', 'http://jchc.virginia.gov/4.%20Cannabis%20Study.pdf', 'https://www.rand.org/pubs/rgs_dissertations/RGSD424.html']","['Changes in Driver Cannabinoid Prevalence Associated with Implementing Medical Marijuana Law in 14 U.S. States', 'The Effect of Medical Marijuana Laws on Marijuana, Alcohol, and Hard Drug Use', 'Medical Marijuana Laws and Teen Marijuana Use', 'ADHD prevalence and Risks of ADHD Medications in Virginia', 'The Criminal Justice System and More Lenient Drug Policy']",5,"['https://www.dmv.ca.gov/portal/file/changes-in-driver-cannabinoid-prevalence-associated-with-implementing-medical-marijuana-laws-in-14-u-s-states/', 'http://jchc.virginia.gov/4.%20Cannabis%20Study.pdf']","['7715_0_changes in driver cannabinoid prevalence associated with implementing medical marijuana law in 14 us states.pdf', '7715_3_adhd prevalence and risks of adhd medications in virginia.pdf']",7715_adolescent marijuana use from 2002 to 2008 higher in states with medical marijuana laws cause still unclear.pdf,2,40.0,"[0.884, 0.834]","[0.617, 0.337]","[0.693, 0.33]","[0.727, 0.372]","[0.859, 0.785]","[0.924, 0.875]","[0.789, 0.696]","[0.797, 0.767]","[0.925, 0.862]","[0.931, 0.884]","[0.766, 0.671]",0.116,0.859,0.477,0.511,0.549,0.822,0.899,0.742,0.782,0.893,0.907,0.719
https://doi.org/10.1016/j.apnr.2018.10.007,[0.0],hf app to support selfcare among community dwelling adults with hf a feasibility study,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7390434/pdf'],['mHealth education interventions in heart failure'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7390434/pdf'],['7755_0_mhealth education interventions in heart failure.pdf'],7755_hf app to support selfcare among community dwelling adults with hf a feasibility study.pdf,1,100.0,[0.783],[0.288],[0.33],[0.304],[0.822],[0.869],[0.728],[0.704],[0.906],[0.894],[0.689],0.0,0.783,0.288,0.33,0.304,0.822,0.869,0.728,0.704,0.906,0.894,0.689
